batch_id,line_id,timestamp,shift,product_type,material_batch,operator_team,planned_units,actual_units,good_units,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption
B2026010420_L3,L3,2026-01-04 20:00:00,Evening,SUV Frame,MAT-0104-L3,Team A,203,203,196,74.72,2.797,97.66,59.65,170.82
B2026010500_L3,L3,2026-01-05 00:00:00,Night,Battery Module,MAT-0105-L3,Team D,224,225,219,77.2,2.882,99.1,58.8,170.8
B2026010504_L3,L3,2026-01-05 04:00:00,Night,Battery Module,MAT-0105-L3,Team A,215,207,199,78.07,2.827,101.34,58.68,172.22
B2026010508_L3,L3,2026-01-05 08:00:00,Day,Battery Module,MAT-0105-L3,Team B,183,175,171,75.45,2.768,100.32,59.06,170.25
B2026010512_L3,L3,2026-01-05 12:00:00,Day,Battery Module,MAT-0105-L3,Team C,185,181,169,74.2,2.75,97.67,59.25,170.69
B2026010516_L3,L3,2026-01-05 16:00:00,Evening,Battery Module,MAT-0105-L3,Team D,209,206,203,74.35,2.835,96.21,58.88,170.37
B2026010520_L3,L3,2026-01-05 20:00:00,Evening,Battery Module,MAT-0105-L3,Team A,239,234,225,74.78,2.818,97.61,58.89,170.63
B2026010600_L3,L3,2026-01-06 00:00:00,Night,Steering Column,MAT-0106-L3,Team D,226,227,222,77.04,2.834,99.44,58.22,170.45
B2026010604_L3,L3,2026-01-06 04:00:00,Night,Steering Column,MAT-0106-L3,Team A,229,224,213,78.22,2.864,100.67,59.69,173.31
B2026010608_L3,L3,2026-01-06 08:00:00,Day,Steering Column,MAT-0106-L3,Team B,231,222,212,75.82,2.705,99.8,58.82,170.05
B2026010612_L3,L3,2026-01-06 12:00:00,Day,Steering Column,MAT-0106-L3,Team C,210,206,197,74.28,2.75,97.75,58.47,170.33
B2026010616_L3,L3,2026-01-06 16:00:00,Evening,Steering Column,MAT-0106-L3,Team D,233,220,212,74.6,2.803,95.93,58.74,170.57
B2026010620_L3,L3,2026-01-06 20:00:00,Evening,Steering Column,MAT-0106-L3,Team A,212,207,204,74.98,2.798,97.06,58.72,170.12
B2026010700_L3,L3,2026-01-07 00:00:00,Night,SUV Frame,MAT-0107-L3,Team D,183,182,177,76.91,2.87,99.13,58.89,171.22
B2026010704_L3,L3,2026-01-07 04:00:00,Night,SUV Frame,MAT-0107-L3,Team A,184,184,184,77.91,2.864,100.4,59.0,172.07
B2026010708_L3,L3,2026-01-07 08:00:00,Day,SUV Frame,MAT-0107-L3,Team B,210,204,198,75.77,2.771,99.73,58.67,170.29
B2026010712_L3,L3,2026-01-07 12:00:00,Day,SUV Frame,MAT-0107-L3,Team C,207,200,194,74.24,2.715,97.56,59.1,169.89
B2026010716_L3,L3,2026-01-07 16:00:00,Evening,SUV Frame,MAT-0107-L3,Team D,217,215,212,74.52,2.885,96.62,58.97,170.43
B2026010720_L3,L3,2026-01-07 20:00:00,Evening,SUV Frame,MAT-0107-L3,Team A,201,197,190,75.36,2.801,96.88,58.76,171.13
B2026010800_L3,L3,2026-01-08 00:00:00,Night,Battery Module,MAT-0108-L3,Team D,216,207,201,77.3,2.94,99.64,59.3,172.4
B2026010804_L3,L3,2026-01-08 04:00:00,Night,Battery Module,MAT-0108-L3,Team A,191,187,181,78.15,2.944,100.76,59.46,172.23
B2026010808_L3,L3,2026-01-08 08:00:00,Day,Battery Module,MAT-0108-L3,Team B,205,196,189,76.06,2.779,100.26,59.33,170.89
B2026010812_L3,L3,2026-01-08 12:00:00,Day,Battery Module,MAT-0108-L3,Team C,216,219,214,74.26,2.816,98.05,59.16,170.79
B2026010816_L3,L3,2026-01-08 16:00:00,Evening,Battery Module,MAT-0108-L3,Team D,208,205,195,74.3,2.925,96.06,59.25,170.25
B2026010820_L3,L3,2026-01-08 20:00:00,Evening,Battery Module,MAT-0108-L3,Team A,204,197,183,75.16,2.826,96.4,59.42,170.22
B2026010900_L3,L3,2026-01-09 00:00:00,Night,Steering Column,MAT-0109-L3,Team D,215,207,201,76.85,2.936,98.91,59.24,172.41
B2026010904_L3,L3,2026-01-09 04:00:00,Night,Steering Column,MAT-0109-L3,Team A,213,203,193,77.92,2.931,101.11,59.59,172.16
B2026010908_L3,L3,2026-01-09 08:00:00,Day,Steering Column,MAT-0109-L3,Team B,211,206,199,75.81,2.794,99.98,59.19,171.52
B2026010912_L3,L3,2026-01-09 12:00:00,Day,Steering Column,MAT-0109-L3,Team C,199,184,180,73.84,2.79,97.65,58.86,170.41
B2026010916_L3,L3,2026-01-09 16:00:00,Evening,Steering Column,MAT-0109-L3,Team D,233,226,221,74.36,2.847,96.26,58.72,170.35
B2026010920_L3,L3,2026-01-09 20:00:00,Evening,Steering Column,MAT-0109-L3,Team A,213,209,200,74.82,2.863,97.48,58.65,170.61
B2026011000_L3,L3,2026-01-10 00:00:00,Night,SUV Frame,MAT-0110-L3,Team D,189,186,175,77.23,2.959,99.23,59.03,172.14
B2026011004_L3,L3,2026-01-10 04:00:00,Night,SUV Frame,MAT-0110-L3,Team A,208,207,199,78.23,2.934,101.18,58.99,172.11
B2026011008_L3,L3,2026-01-10 08:00:00,Day,SUV Frame,MAT-0110-L3,Team B,218,208,202,76.01,2.831,99.59,59.21,171.16
B2026011012_L3,L3,2026-01-10 12:00:00,Day,SUV Frame,MAT-0110-L3,Team C,225,231,226,74.5,2.828,97.47,59.34,170.96
B2026011016_L3,L3,2026-01-10 16:00:00,Evening,SUV Frame,MAT-0110-L3,Team D,192,192,186,74.66,2.846,96.1,59.44,170.95
B2026011020_L3,L3,2026-01-10 20:00:00,Evening,SUV Frame,MAT-0110-L3,Team A,186,181,178,74.95,2.928,97.14,59.47,171.37
B2026011100_L3,L3,2026-01-11 00:00:00,Night,Battery Module,MAT-0111-L3,Team D,206,201,192,77.22,2.97,99.14,58.98,171.74
B2026011104_L3,L3,2026-01-11 04:00:00,Night,Battery Module,MAT-0111-L3,Team A,211,210,203,77.91,2.981,100.98,59.36,172.38
B2026011108_L3,L3,2026-01-11 08:00:00,Day,Battery Module,MAT-0111-L3,Team B,186,182,174,75.82,2.805,99.79,58.89,171.3
B2026011112_L3,L3,2026-01-11 12:00:00,Day,Battery Module,MAT-0111-L3,Team C,231,227,223,74.54,2.828,97.77,59.6,170.57
B2026011116_L3,L3,2026-01-11 16:00:00,Evening,Battery Module,MAT-0111-L3,Team D,227,231,215,74.43,3.009,95.9,59.36,170.59
B2026011120_L3,L3,2026-01-11 20:00:00,Evening,Battery Module,MAT-0111-L3,Team A,236,235,230,75.2,2.888,96.67,58.86,171.26
B2026011200_L3,L3,2026-01-12 00:00:00,Night,Steering Column,MAT-0112-L3,Team D,212,204,193,77.79,3.014,99.69,59.26,171.61
B2026011204_L3,L3,2026-01-12 04:00:00,Night,Steering Column,MAT-0112-L3,Team A,201,197,190,78.22,3.038,100.66,59.54,172.34
B2026011208_L3,L3,2026-01-12 08:00:00,Day,Steering Column,MAT-0112-L3,Team B,239,241,237,75.66,2.835,100.34,59.92,171.32
B2026011212_L3,L3,2026-01-12 12:00:00,Day,Steering Column,MAT-0112-L3,Team C,197,189,178,74.25,2.885,97.4,59.24,171.28
B2026011216_L3,L3,2026-01-12 16:00:00,Evening,Steering Column,MAT-0112-L3,Team D,220,202,198,74.18,2.948,96.35,59.66,171.57
B2026011220_L3,L3,2026-01-12 20:00:00,Evening,Steering Column,MAT-0112-L3,Team A,222,223,212,74.28,2.974,96.86,60.03,171.73
B2026011300_L3,L3,2026-01-13 00:00:00,Night,SUV Frame,MAT-0113-L3,Team D,189,178,167,77.34,3.063,99.56,59.64,172.69
B2026011304_L3,L3,2026-01-13 04:00:00,Night,SUV Frame,MAT-0113-L3,Team A,237,222,210,78.62,3.036,100.74,59.52,173.02
B2026011308_L3,L3,2026-01-13 08:00:00,Day,SUV Frame,MAT-0113-L3,Team B,230,222,212,75.93,2.823,99.86,59.68,171.49
B2026011312_L3,L3,2026-01-13 12:00:00,Day,SUV Frame,MAT-0113-L3,Team C,233,228,222,74.12,2.849,97.68,59.48,171.0
B2026011316_L3,L3,2026-01-13 16:00:00,Evening,SUV Frame,MAT-0113-L3,Team D,182,184,180,74.13,2.972,95.82,59.22,170.99
B2026011320_L3,L3,2026-01-13 20:00:00,Evening,SUV Frame,MAT-0113-L3,Team A,210,197,187,74.69,2.912,96.73,59.76,171.86
B2026011400_L3,L3,2026-01-14 00:00:00,Night,Battery Module,MAT-0114-L3,Team D,213,207,194,77.12,3.003,99.41,59.47,171.37
B2026011404_L3,L3,2026-01-14 04:00:00,Night,Battery Module,MAT-0114-L3,Team A,193,183,178,78.48,3.034,100.67,60.14,172.12
B2026011408_L3,L3,2026-01-14 08:00:00,Day,Battery Module,MAT-0114-L3,Team B,199,190,185,76.02,2.924,99.4,59.32,171.71
B2026011412_L3,L3,2026-01-14 12:00:00,Day,Battery Module,MAT-0114-L3,Team C,190,189,183,74.62,2.903,97.62,59.15,170.7
B2026011416_L3,L3,2026-01-14 16:00:00,Evening,Battery Module,MAT-0114-L3,Team D,213,204,194,73.97,3.02,96.45,59.49,171.3
B2026011420_L3,L3,2026-01-14 20:00:00,Evening,Battery Module,MAT-0114-L3,Team A,204,206,198,74.84,2.936,97.41,59.48,171.83
B2026011500_L3,L3,2026-01-15 00:00:00,Night,Steering Column,MAT-0115-L3,Team D,233,221,209,77.22,3.085,99.24,59.52,171.76
B2026011504_L3,L3,2026-01-15 04:00:00,Night,Steering Column,MAT-0115-L3,Team A,194,183,180,78.0,3.105,100.79,59.85,172.43
B2026011508_L3,L3,2026-01-15 08:00:00,Day,Steering Column,MAT-0115-L3,Team B,233,223,208,75.86,2.921,99.57,59.8,172.24
B2026011512_L3,L3,2026-01-15 12:00:00,Day,Steering Column,MAT-0115-L3,Team C,230,220,211,74.32,2.938,97.64,59.77,171.9
B2026011516_L3,L3,2026-01-15 16:00:00,Evening,Steering Column,MAT-0115-L3,Team D,220,214,202,73.98,2.978,96.11,59.92,171.57
B2026011520_L3,L3,2026-01-15 20:00:00,Evening,Steering Column,MAT-0115-L3,Team A,180,168,157,75.09,3.015,96.6,59.27,171.56
B2026011600_L3,L3,2026-01-16 00:00:00,Night,SUV Frame,MAT-0116-L3,Team D,184,183,174,77.46,3.108,98.59,59.6,172.15
B2026011604_L3,L3,2026-01-16 04:00:00,Night,SUV Frame,MAT-0116-L3,Team A,190,193,187,78.57,3.045,100.54,60.14,173.44
B2026011608_L3,L3,2026-01-16 08:00:00,Day,SUV Frame,MAT-0116-L3,Team B,234,226,219,75.88,2.955,100.07,59.36,171.66
B2026011612_L3,L3,2026-01-16 12:00:00,Day,SUV Frame,MAT-0116-L3,Team C,237,230,217,74.01,2.987,97.8,59.29,170.65
B2026011616_L3,L3,2026-01-16 16:00:00,Evening,SUV Frame,MAT-0116-L3,Team D,197,193,188,74.34,3.007,95.65,59.52,170.68
B2026011620_L3,L3,2026-01-16 20:00:00,Evening,SUV Frame,MAT-0116-L3,Team A,237,239,229,75.29,2.979,96.88,59.38,172.44
B2026011700_L3,L3,2026-01-17 00:00:00,Night,Battery Module,MAT-0117-L3,Team D,195,189,183,77.17,3.048,99.99,59.43,172.52
B2026011704_L3,L3,2026-01-17 04:00:00,Night,Battery Module,MAT-0117-L3,Team A,220,208,197,78.1,3.062,100.64,59.53,173.03
B2026011708_L3,L3,2026-01-17 08:00:00,Day,Battery Module,MAT-0117-L3,Team B,218,211,203,75.82,3.018,99.8,59.58,172.06
B2026011712_L3,L3,2026-01-17 12:00:00,Day,Battery Module,MAT-0117-L3,Team C,200,204,196,74.7,2.961,97.9,59.99,171.07
B2026011716_L3,L3,2026-01-17 16:00:00,Evening,Battery Module,MAT-0117-L3,Team D,229,227,220,73.92,3.046,96.37,59.75,171.35
B2026011720_L3,L3,2026-01-17 20:00:00,Evening,Battery Module,MAT-0117-L3,Team A,210,199,192,74.82,3.05,97.14,59.45,171.32
B2026011800_L3,L3,2026-01-18 00:00:00,Night,Steering Column,MAT-0118-L3,Team D,187,178,169,77.28,3.115,98.66,60.01,172.8
B2026011804_L3,L3,2026-01-18 04:00:00,Night,Steering Column,MAT-0118-L3,Team A,232,241,236,78.37,3.095,100.7,58.83,171.59
B2026011808_L3,L3,2026-01-18 08:00:00,Day,Steering Column,MAT-0118-L3,Team B,226,215,203,75.89,3.019,99.71,59.82,172.72
B2026011812_L3,L3,2026-01-18 12:00:00,Day,Steering Column,MAT-0118-L3,Team C,235,228,221,74.27,2.986,97.0,60.1,171.2
B2026011816_L3,L3,2026-01-18 16:00:00,Evening,Steering Column,MAT-0118-L3,Team D,215,207,201,74.36,3.073,95.89,59.86,171.01
B2026011820_L3,L3,2026-01-18 20:00:00,Evening,Steering Column,MAT-0118-L3,Team A,217,214,208,74.92,3.057,96.27,60.44,172.43
B2026011900_L3,L3,2026-01-19 00:00:00,Night,SUV Frame,MAT-0119-L3,Team D,212,201,195,77.25,3.122,99.27,59.87,172.37
B2026011904_L3,L3,2026-01-19 04:00:00,Night,SUV Frame,MAT-0119-L3,Team A,223,219,208,78.34,3.198,100.69,60.49,174.19
B2026011908_L3,L3,2026-01-19 08:00:00,Day,SUV Frame,MAT-0119-L3,Team B,224,223,219,75.99,2.967,99.79,59.51,172.35
B2026011912_L3,L3,2026-01-19 12:00:00,Day,SUV Frame,MAT-0119-L3,Team C,211,201,191,74.22,2.981,97.79,59.94,172.27
B2026011916_L3,L3,2026-01-19 16:00:00,Evening,SUV Frame,MAT-0119-L3,Team D,215,210,197,74.47,3.071,96.01,59.83,172.54
B2026011920_L3,L3,2026-01-19 20:00:00,Evening,SUV Frame,MAT-0119-L3,Team A,227,221,219,74.73,3.101,96.87,60.1,172.37
B2026012000_L3,L3,2026-01-20 00:00:00,Night,Battery Module,MAT-0120-L3,Team D,204,199,189,77.5,3.167,98.91,59.54,172.09
B2026012004_L3,L3,2026-01-20 04:00:00,Night,Battery Module,MAT-0120-L3,Team A,187,179,169,78.18,3.161,100.31,60.26,173.2
B2026012008_L3,L3,2026-01-20 08:00:00,Day,Battery Module,MAT-0120-L3,Team B,238,239,233,75.87,3.009,99.47,60.4,172.57
B2026012012_L3,L3,2026-01-20 12:00:00,Day,Battery Module,MAT-0120-L3,Team C,222,216,209,74.4,3.026,97.39,59.48,171.05
B2026012016_L3,L3,2026-01-20 16:00:00,Evening,Battery Module,MAT-0120-L3,Team D,181,169,164,74.34,3.138,95.95,60.0,171.86
B2026012020_L3,L3,2026-01-20 20:00:00,Evening,Battery Module,MAT-0120-L3,Team A,210,202,195,74.94,3.117,96.83,59.83,172.06
B2026012100_L3,L3,2026-01-21 00:00:00,Night,Steering Column,MAT-0121-L3,Team D,221,212,206,76.97,3.125,99.33,60.28,173.16
B2026012104_L3,L3,2026-01-21 04:00:00,Night,Steering Column,MAT-0121-L3,Team A,210,208,201,78.43,3.271,100.74,60.32,174.07
B2026012108_L3,L3,2026-01-21 08:00:00,Day,Steering Column,MAT-0121-L3,Team B,181,175,165,75.59,3.028,99.41,60.38,172.86
B2026012112_L3,L3,2026-01-21 12:00:00,Day,Steering Column,MAT-0121-L3,Team C,215,204,193,74.47,3.011,97.32,59.52,171.89
B2026012116_L3,L3,2026-01-21 16:00:00,Evening,Steering Column,MAT-0121-L3,Team D,191,188,180,74.64,3.166,96.13,59.46,171.49
B2026012120_L3,L3,2026-01-21 20:00:00,Evening,Steering Column,MAT-0121-L3,Team A,204,198,190,74.87,3.128,96.86,60.62,172.94
B2026012200_L3,L3,2026-01-22 00:00:00,Night,SUV Frame,MAT-0122-L3,Team D,228,223,210,77.53,3.196,98.77,59.91,172.98
B2026012204_L3,L3,2026-01-22 04:00:00,Night,SUV Frame,MAT-0122-L3,Team A,226,226,217,77.89,3.206,100.36,60.24,172.84
B2026012208_L3,L3,2026-01-22 08:00:00,Day,SUV Frame,MAT-0122-L3,Team B,228,222,212,76.04,3.029,99.59,59.46,171.69
B2026012212_L3,L3,2026-01-22 12:00:00,Day,SUV Frame,MAT-0122-L3,Team C,180,170,161,74.54,3.061,97.39,60.17,173.07
B2026012216_L3,L3,2026-01-22 16:00:00,Evening,SUV Frame,MAT-0122-L3,Team D,225,220,211,74.47,3.13,95.82,59.58,171.34
B2026012220_L3,L3,2026-01-22 20:00:00,Evening,SUV Frame,MAT-0122-L3,Team A,211,211,206,74.38,3.135,96.8,59.83,171.8
B2026012300_L3,L3,2026-01-23 00:00:00,Night,Battery Module,MAT-0123-L3,Team D,193,188,181,77.61,3.216,99.22,60.87,174.46
B2026012304_L3,L3,2026-01-23 04:00:00,Night,Battery Module,MAT-0123-L3,Team A,228,226,217,78.02,3.289,100.78,60.22,173.38
B2026012308_L3,L3,2026-01-23 08:00:00,Day,Battery Module,MAT-0123-L3,Team B,193,179,168,75.91,3.05,99.34,59.8,172.59
B2026012312_L3,L3,2026-01-23 12:00:00,Day,Battery Module,MAT-0123-L3,Team C,196,187,183,74.08,3.079,97.75,59.99,171.88
B2026012316_L3,L3,2026-01-23 16:00:00,Evening,Battery Module,MAT-0123-L3,Team D,180,170,167,74.0,3.151,95.62,60.12,172.34
B2026012320_L3,L3,2026-01-23 20:00:00,Evening,Battery Module,MAT-0123-L3,Team A,212,209,198,75.07,3.189,97.23,60.07,172.45
B2026012400_L3,L3,2026-01-24 00:00:00,Night,Steering Column,MAT-0124-L3,Team D,214,215,203,77.47,3.202,98.84,60.37,173.82
B2026012404_L3,L3,2026-01-24 04:00:00,Night,Steering Column,MAT-0124-L3,Team A,222,216,204,78.14,3.22,100.37,60.31,173.49
B2026012408_L3,L3,2026-01-24 08:00:00,Day,Steering Column,MAT-0124-L3,Team B,195,188,177,76.0,3.095,99.76,59.98,172.91
B2026012412_L3,L3,2026-01-24 12:00:00,Day,Steering Column,MAT-0124-L3,Team C,211,207,200,74.21,3.135,97.06,59.76,171.66
B2026012416_L3,L3,2026-01-24 16:00:00,Evening,Steering Column,MAT-0124-L3,Team D,227,211,203,74.16,3.135,96.31,59.94,172.26
B2026012420_L3,L3,2026-01-24 20:00:00,Evening,Steering Column,MAT-0124-L3,Team A,215,211,199,75.32,3.171,97.12,60.35,173.06
B2026012500_L3,L3,2026-01-25 00:00:00,Night,SUV Frame,MAT-0125-L3,Team D,216,211,200,76.89,3.233,99.27,60.48,172.9
B2026012504_L3,L3,2026-01-25 04:00:00,Night,SUV Frame,MAT-0125-L3,Team A,223,211,204,78.07,3.263,99.9,60.11,174.06
B2026012508_L3,L3,2026-01-25 08:00:00,Day,SUV Frame,MAT-0125-L3,Team B,189,181,169,75.63,3.081,99.99,60.81,173.04
B2026012512_L3,L3,2026-01-25 12:00:00,Day,SUV Frame,MAT-0125-L3,Team C,196,195,184,73.99,3.128,97.56,59.98,172.41
B2026012516_L3,L3,2026-01-25 16:00:00,Evening,SUV Frame,MAT-0125-L3,Team D,213,207,196,74.31,3.279,95.81,60.35,173.03
B2026012520_L3,L3,2026-01-25 20:00:00,Evening,SUV Frame,MAT-0125-L3,Team A,181,174,166,74.52,3.205,96.77,60.12,172.68
B2026012600_L3,L3,2026-01-26 00:00:00,Night,Battery Module,MAT-0126-L3,Team D,218,210,202,77.47,3.33,99.06,60.82,173.43
B2026012604_L3,L3,2026-01-26 04:00:00,Night,Battery Module,MAT-0126-L3,Team A,188,178,172,77.84,3.257,100.27,60.38,174.42
B2026012608_L3,L3,2026-01-26 08:00:00,Day,Battery Module,MAT-0126-L3,Team B,218,211,204,75.61,3.128,99.55,60.13,172.98
B2026012612_L3,L3,2026-01-26 12:00:00,Day,Battery Module,MAT-0126-L3,Team C,205,196,185,74.49,3.106,97.65,59.71,171.77
B2026012616_L3,L3,2026-01-26 16:00:00,Evening,Battery Module,MAT-0126-L3,Team D,222,220,207,73.99,3.22,96.13,60.4,172.72
B2026012620_L3,L3,2026-01-26 20:00:00,Evening,Battery Module,MAT-0126-L3,Team A,180,168,160,75.18,3.265,96.8,60.93,173.33
B2026012700_L3,L3,2026-01-27 00:00:00,Night,Steering Column,MAT-0127-L3,Team D,204,191,182,77.5,3.239,98.6,60.85,174.06
B2026012704_L3,L3,2026-01-27 04:00:00,Night,Steering Column,MAT-0127-L3,Team A,236,229,219,78.18,3.258,100.69,60.33,173.48
B2026012708_L3,L3,2026-01-27 08:00:00,Day,Steering Column,MAT-0127-L3,Team B,220,225,217,75.83,3.171,99.38,60.93,173.22
B2026012712_L3,L3,2026-01-27 12:00:00,Day,Steering Column,MAT-0127-L3,Team C,238,225,215,74.19,3.168,97.32,59.78,171.65
B2026012716_L3,L3,2026-01-27 16:00:00,Evening,Steering Column,MAT-0127-L3,Team D,226,211,197,74.37,3.238,95.66,60.01,172.41
B2026012720_L3,L3,2026-01-27 20:00:00,Evening,Steering Column,MAT-0127-L3,Team A,227,222,214,74.81,3.279,96.57,60.33,173.22
B2026012800_L3,L3,2026-01-28 00:00:00,Night,SUV Frame,MAT-0128-L3,Team D,192,185,179,77.23,3.361,98.83,60.93,173.95
B2026012804_L3,L3,2026-01-28 04:00:00,Night,SUV Frame,MAT-0128-L3,Team A,195,190,181,78.24,3.335,100.2,60.66,173.64
B2026012808_L3,L3,2026-01-28 08:00:00,Day,SUV Frame,MAT-0128-L3,Team B,230,235,229,75.53,3.159,99.75,61.02,173.36
B2026012812_L3,L3,2026-01-28 12:00:00,Day,SUV Frame,MAT-0128-L3,Team C,224,222,211,74.26,3.16,97.38,60.69,173.19
B2026012816_L3,L3,2026-01-28 16:00:00,Evening,SUV Frame,MAT-0128-L3,Team D,206,201,192,74.54,3.22,95.77,60.6,173.04
B2026012820_L3,L3,2026-01-28 20:00:00,Evening,SUV Frame,MAT-0128-L3,Team A,195,184,174,74.88,3.299,96.83,60.41,172.14
B2026012900_L3,L3,2026-01-29 00:00:00,Night,Battery Module,MAT-0129-L3,Team D,217,207,199,77.09,3.338,98.89,60.26,173.08
B2026012904_L3,L3,2026-01-29 04:00:00,Night,Battery Module,MAT-0129-L3,Team A,184,180,170,78.37,3.363,100.78,59.94,173.44
B2026012908_L3,L3,2026-01-29 08:00:00,Day,Battery Module,MAT-0129-L3,Team B,216,223,215,75.89,3.152,99.61,60.41,171.98
B2026012912_L3,L3,2026-01-29 12:00:00,Day,Battery Module,MAT-0129-L3,Team C,197,192,183,74.25,3.195,97.27,60.48,172.59
B2026012916_L3,L3,2026-01-29 16:00:00,Evening,Battery Module,MAT-0129-L3,Team D,185,177,171,74.42,3.266,95.16,60.89,173.63
B2026012920_L3,L3,2026-01-29 20:00:00,Evening,Battery Module,MAT-0129-L3,Team A,181,173,166,75.31,3.233,96.21,60.35,172.04
B2026013000_L3,L3,2026-01-30 00:00:00,Night,Steering Column,MAT-0130-L3,Team D,214,206,203,77.09,3.389,99.35,60.27,172.94
B2026013004_L3,L3,2026-01-30 04:00:00,Night,Steering Column,MAT-0130-L3,Team A,201,198,190,78.31,3.354,100.63,60.6,174.07
B2026013008_L3,L3,2026-01-30 08:00:00,Day,Steering Column,MAT-0130-L3,Team B,225,214,204,75.99,3.232,99.37,61.0,173.55
B2026013012_L3,L3,2026-01-30 12:00:00,Day,Steering Column,MAT-0130-L3,Team C,225,215,206,74.1,3.226,97.22,60.27,172.76
B2026013016_L3,L3,2026-01-30 16:00:00,Evening,Steering Column,MAT-0130-L3,Team D,228,217,207,73.88,3.341,95.95,61.0,172.75
B2026013020_L3,L3,2026-01-30 20:00:00,Evening,Steering Column,MAT-0130-L3,Team A,228,224,220,74.92,3.293,96.79,60.75,172.69
B2026013100_L3,L3,2026-01-31 00:00:00,Night,SUV Frame,MAT-0131-L3,Team D,209,200,193,77.48,3.375,98.66,60.71,173.68
B2026013104_L3,L3,2026-01-31 04:00:00,Night,SUV Frame,MAT-0131-L3,Team A,188,188,177,78.29,3.389,99.82,59.94,173.6
B2026013108_L3,L3,2026-01-31 08:00:00,Day,SUV Frame,MAT-0131-L3,Team B,236,223,211,75.93,3.223,99.44,60.86,173.06
B2026013112_L3,L3,2026-01-31 12:00:00,Day,SUV Frame,MAT-0131-L3,Team C,198,192,186,74.08,3.213,96.97,60.42,171.82
B2026013116_L3,L3,2026-01-31 16:00:00,Evening,SUV Frame,MAT-0131-L3,Team D,220,220,207,74.5,3.323,95.92,61.16,174.26
B2026013120_L3,L3,2026-01-31 20:00:00,Evening,SUV Frame,MAT-0131-L3,Team A,216,216,209,74.45,3.368,96.26,60.39,172.83
B2026020100_L3,L3,2026-02-01 00:00:00,Night,SUV Frame,MAT-0201-L3,Team D,224,211,202,77.5,3.399,99.26,60.56,173.94
B2026020104_L3,L3,2026-02-01 04:00:00,Night,SUV Frame,MAT-0201-L3,Team A,211,198,187,78.19,3.371,100.31,60.53,174.01
B2026020108_L3,L3,2026-02-01 08:00:00,Day,SUV Frame,MAT-0201-L3,Team B,231,220,212,75.75,3.224,99.67,60.5,172.74
B2026020112_L3,L3,2026-02-01 12:00:00,Day,SUV Frame,MAT-0201-L3,Team C,197,187,182,74.1,3.25,97.45,60.63,172.95
B2026020116_L3,L3,2026-02-01 16:00:00,Evening,SUV Frame,MAT-0201-L3,Team D,201,189,179,74.44,3.341,96.49,60.92,172.98
B2026020120_L3,L3,2026-02-01 20:00:00,Evening,SUV Frame,MAT-0201-L3,Team A,216,214,207,74.73,3.353,96.29,60.52,173.36
B2026020200_L3,L3,2026-02-02 00:00:00,Night,Battery Module,MAT-0202-L3,Team D,220,215,202,77.52,3.391,98.6,61.27,174.65
B2026020204_L3,L3,2026-02-02 04:00:00,Night,Battery Module,MAT-0202-L3,Team A,188,175,164,77.96,3.421,100.64,61.17,174.51
B2026020208_L3,L3,2026-02-02 08:00:00,Day,Battery Module,MAT-0202-L3,Team B,224,221,213,75.94,3.272,99.28,61.4,173.96
B2026020212_L3,L3,2026-02-02 12:00:00,Day,Battery Module,MAT-0202-L3,Team C,210,208,192,73.89,3.305,97.23,60.37,172.53
B2026020216_L3,L3,2026-02-02 16:00:00,Evening,Battery Module,MAT-0202-L3,Team D,226,213,203,74.22,3.38,95.87,60.89,173.14
B2026020220_L3,L3,2026-02-02 20:00:00,Evening,Battery Module,MAT-0202-L3,Team A,183,181,174,75.09,3.344,96.43,60.81,173.82
B2026020300_L3,L3,2026-02-03 00:00:00,Night,Steering Column,MAT-0203-L3,Team D,188,180,171,77.34,3.429,98.98,61.49,174.73
B2026020304_L3,L3,2026-02-03 04:00:00,Night,Steering Column,MAT-0203-L3,Team A,209,214,205,78.16,3.432,100.06,60.67,174.61
B2026020308_L3,L3,2026-02-03 08:00:00,Day,Steering Column,MAT-0203-L3,Team B,211,208,204,76.0,3.286,99.72,61.08,174.02
B2026020312_L3,L3,2026-02-03 12:00:00,Day,Steering Column,MAT-0203-L3,Team C,187,181,174,74.37,3.298,97.17,61.3,173.83
B2026020316_L3,L3,2026-02-03 16:00:00,Evening,Steering Column,MAT-0203-L3,Team D,186,174,163,74.29,3.372,96.17,60.84,173.41
B2026020320_L3,L3,2026-02-03 20:00:00,Evening,Steering Column,MAT-0203-L3,Team A,228,226,217,74.77,3.364,96.78,60.68,173.6
B2026020400_L3,L3,2026-02-04 00:00:00,Night,SUV Frame,MAT-0204-L3,Team D,235,235,227,77.4,3.446,98.67,60.69,173.76
B2026020404_L3,L3,2026-02-04 04:00:00,Night,SUV Frame,MAT-0204-L3,Team A,207,201,190,78.02,3.575,100.92,61.04,175.39
B2026020408_L3,L3,2026-02-04 08:00:00,Day,SUV Frame,MAT-0204-L3,Team B,224,217,210,75.62,3.318,99.36,61.09,174.15
B2026020412_L3,L3,2026-02-04 12:00:00,Day,SUV Frame,MAT-0204-L3,Team C,188,175,169,74.39,3.281,97.63,60.93,173.47
B2026020416_L3,L3,2026-02-04 16:00:00,Evening,SUV Frame,MAT-0204-L3,Team D,182,180,170,74.41,3.402,95.88,60.71,173.42
